39	296	169
65	74	189
78	72	171
143	343	317
144	25	210
155	231	145
178	142	235
188	254	312
189	212	171
217	298	126
227	215	342
261	238	200
297	78	112
303	35	181
315	288	154
331	242	271
341	91	84
346	144	202
392	132	62
425	151	199
440	157	187
451	252	157
453	206	94
454	265	316
455	173	242
488	31	149
493	166	176
508	184	297
513	174	216
548	77	130
563	91	196
580	147	79
591	224	238
669	256	196
717	271	319
739	261	193
753	153	192
764	124	247
765	167	315
800	158	269
809	182	278
818	106	69
847	57	188
857	184	231
885	230	242
894	166	331
898	49	364
977	61	234
1005	118	83
1006	340	143
1008	93	311
1018	192	211
1021	90	289
1048	96	39
1080	177	206
1084	43	229
1088	262	290
1105	263	164
1119	166	213
1135	131	250
1136	229	293
1137	14	214
1166	158	174
1186	175	17
1219	22	168
1229	158	82
1257	20	150
1311	55	197
1320	184	231
1396	235	327
1438	271	319
1512	61	79
1522	175	224
1542	212	334
1553	150	66
1573	27	143
1575	176	231
1615	326	269
1623	132	55
1630	24	243
1645	227	77
1676	158	82
1714	91	52
1730	135	376
1789	232	254
1792	219	294
1828	218	178
1838	19	201
1871	177	134
1898	286	15
1907	132	62
1919	195	333
1936	126	68
1948	57	188
1951	308	187
1964	230	222
1989	58	90
2017	219	276
2078	205	287
2157	108	284
2205	76	251
2223	123	225
2226	85	124
2258	162	325
2275	322	238
2293	244	318
2406	125	43
2424	181	85
2443	68	119
2450	83	55
2487	74	85
2553	43	229
2565	17	220
2573	246	170
2576	312	150
2652	329	183
2658	131	81
2688	83	55
2691	175	17
2702	71	307
2714	67	315
2736	241	261
2815	319	95
2820	310	131
2839	286	270
2850	28	263
2855	160	262
2872	110	45
2886	95	93
2907	210	318
2918	245	149
2956	40	211
2967	255	323
2967	256	323
2969	330	299
3003	86	129
3061	244	219
3064	84	199
3179	65	108
3197	267	284
3246	120	92
3297	50	113
3297	22	168
3329	135	376
3369	229	230
3371	163	224
3411	254	70
3423	257	302
3454	331	138
3467	23	356
3476	340	214
3498	197	290
3573	117	53
3584	166	331
3600	201	283
3619	39	141
3661	151	242
3664	193	322
3693	70	140
3710	176	231
3719	12	281
3742	133	269
3754	78	156
3755	96	65
3775	86	36
3796	255	323
3811	167	315
3834	36	67
3853	240	224
3885	192	129
3967	147	69
3976	268	306
3995	295	49
4107	184	297
4126	64	175
4132	216	275
4156	255	148
4222	147	79
4273	223	257
4390	217	11
4392	28	263
4399	49	364
4428	279	316
4454	185	178
4508	81	63
4563	195	333
4567	192	211
4568	172	260
4570	221	310
4638	6	256
4707	266	277
4721	20	211
4738	251	215
4794	181	309
4934	232	354
4975	53	139
4997	308	187
5048	45	84
5048	67	41
5069	85	71
5181	276	283
5189	25	248
5191	167	159
5218	157	164
5258	304	304
5326	78	105
5326	31	246
5329	224	249
5343	326	269
5441	33	226
5462	50	74
5462	58	59
5538	42	246
5548	166	176
5549	122	254
5594	138	119
5621	19	201
5623	312	267
5677	34	187
5696	105	334
5753	89	283
5754	237	142
5769	21	226
5785	243	101
5836	35	131
5842	115	60
5884	73	16
5909	244	304
5931	287	183
6068	299	356
6077	48	62
6085	212	334
6137	205	343
6213	20	211
6225	244	318
6251	167	286
6259	71	183
6296	230	222
6296	230	222
6300	262	290
6304	215	299
6363	133	269
6368	215	252
6378	212	136
6428	188	186
6457	259	324
6527	253	22
6565	268	196
6609	25	248
6740	157	164
6759	175	224
6762	255	136
6770	276	283
6778	172	260
6797	81	13
6819	62	41
6819	40	97
6865	110	50
6868	197	162
6886	80	119
6899	22	68
6903	102	103
6920	206	12
6950	70	140
6974	303	229
7049	270	348
7065	32	293
7070	268	306
7077	319	133
7106	46	91
7123	224	230
7137	101	53
7187	78	105
7232	61	79
7280	158	82
7336	80	88
7381	270	348
7454	83	101
7517	68	139
7561	105	335
7588	321	174
7600	63	334
7707	93	311
7737	204	118
7781	159	69
7882	221	310
7922	125	256
7949	217	11
8012	302	349
8032	270	348
8033	81	96
8090	192	36
8111	315	253
8143	259	281
8176	80	68
8187	46	350
8202	153	20
8203	115	60
8307	31	237
8332	33	207
8365	204	290
8437	239	165
8521	63	91
8556	110	305
8619	33	226
8635	115	60
8682	79	5
8693	239	342
8716	14	214
8727	138	119
8740	18	162
8767	321	193
9000	154	342
9085	315	362
9135	192	128
9148	286	140
9168	15	237
9184	79	30
9222	285	191
9226	18	162
9248	315	362
9294	84	199
9324	61	71
9349	22	234
9373	244	241
9375	160	262
9442	102	103
9455	150	176
9464	230	222
9464	230	222
9467	175	337
9475	246	170
9601	83	101
9627	89	190
9663	236	28
9675	310	131
9792	55	90
9875	40	211
9903	163	198
9981	246	170
9992	141	214
