178	132	61
245	181	138
355	219	102
408	188	123
416	193	91
449	255	37
449	242	37
455	115	61
503	127	153
680	188	123
747	187	80
870	35	89
917	31	142
918	153	32
925	129	47
981	121	49
1171	107	79
1210	176	78
1240	206	99
1251	94	10
1251	111	12
1251	111	12
1281	127	153
1400	334	86
1554	224	86
1621	225	108
1633	287	43
1666	46	18
1819	139	154
1924	204	92
2064	235	89
2066	210	93
2107	201	187
2132	161	160
2228	335	108
2240	48	41
2242	247	45
2361	111	90
2375	88	67
2395	114	147
2567	193	152
2580	210	116
2896	298	46
2943	204	84
2997	188	57
3048	75	68
3118	107	79
3187	207	168
3395	10	139
3412	181	130
3451	54	59
3454	109	21
3494	147	68
3724	194	164
3852	139	85
3871	148	158
3887	200	86
4007	204	92
4015	152	124
4062	154	140
4116	328	52
4138	108	135
4194	164	77
4266	184	96
4290	114	51
4388	152	124
4420	188	123
4445	49	110
4562	171	86
4757	127	131
4803	70	51
4819	162	171
4878	46	18
4947	33	139
5016	111	49
5118	341	53
5239	148	144
5283	189	136
5325	183	144
5462	212	34
5489	158	134
5808	102	57
5901	65	91
6064	210	116
6081	200	86
6097	177	149
6115	212	156
6459	83	40
6716	148	144
6761	216	180
6873	166	148
6873	166	148
6925	174	94
7020	189	24
7076	148	158
7317	127	131
7342	345	100
7370	195	98
7518	133	165
7518	132	165
7523	164	97
7727	62	19
7772	194	80
7844	228	32
8108	125	79
8150	125	79
8200	139	85
8391	177	117
8412	187	80
8573	174	94
8648	179	103
8667	182	166
8676	204	84
8755	109	21
8795	222	94
8831	63	101
8844	221	157
9070	134	52
9133	130	115
9189	156	153
9207	144	138
9241	210	116
9303	189	136
9364	72	6
9372	163	22
9563	129	47
9600	216	123
9660	72	6
9779	93	63
