58	287	365
67	215	93
72	198	70
103	219	89
131	56	22
180	46	73
271	264	367
279	225	82
446	99	40
500	106	93
514	203	12
514	201	14
621	280	58
652	287	365
673	91	77
677	115	23
733	209	66
744	98	70
806	264	367
898	313	367
960	44	104
1013	165	10
1055	275	42
1071	54	12
1207	323	158
1237	91	17
1244	12	243
1275	43	116
1282	49	50
1321	71	56
1392	138	56
1521	54	83
1708	323	158
1708	323	158
1740	251	31
1903	280	58
1910	36	77
1943	111	39
2021	251	47
2165	76	324
2213	225	82
2219	78	13
2289	66	285
2292	320	381
2358	35	104
2376	99	31
2381	229	18
2397	251	20
2422	41	86
2447	41	86
2539	45	39
2547	256	52
2633	286	63
2660	51	126
2720	320	323
2760	58	90
2852	215	82
2893	147	32
2894	49	50
2949	210	101
3041	91	77
3097	78	344
3176	98	52
3334	215	93
3351	164	55
3376	78	13
3377	54	110
3420	61	116
3489	67	103
3505	82	332
3537	71	307
3592	89	42
3594	224	50
3996	265	57
4099	164	55
4190	198	15
4217	44	230
4264	203	63
4464	67	21
4476	273	21
4530	226	30
4582	239	18
4673	42	97
4679	41	111
4713	135	54
4736	77	31
4742	91	77
4761	45	22
4807	47	216
4827	89	42
4827	221	46
4889	78	344
4912	210	89
4949	105	35
5180	106	65
5226	11	225
5349	67	352
5400	314	15
5416	263	44
5627	218	66
5627	218	67
5647	40	61
5821	36	7
5993	82	9
6011	106	50
6202	106	93
6264	36	175
6265	67	69
6385	43	51
6435	251	31
6436	67	124
6478	57	31
6545	277	14
6831	265	57
6899	76	324
7122	139	56
7194	14	302
7289	346	411
7319	91	17
7418	42	58
7442	249	59
7480	261	14
7541	196	35
7569	273	21
7571	58	76
7624	63	297
7637	99	61
7818	98	20
7825	257	43
7835	262	72
7901	275	63
7948	63	297
7980	249	59
8035	215	32
8233	226	30
8239	42	97
8291	108	4
8426	56	22
8432	75	9
8469	286	37
8529	210	5
8680	245	52
8682	346	411
8734	58	90
8823	226	30
8898	51	284
8939	55	50
9234	90	31
9243	71	307
9255	215	32
9257	45	39
9305	263	63
9439	150	11
9557	139	56
9843	48	278
9864	113	19
9931	323	158
9987	99	10
