70	61	209
91	64	46
136	86	62
173	172	265
173	172	265
173	172	304
176	128	508
176	139	507
190	66	260
264	165	310
268	324	478
277	171	254
350	223	432
353	268	62
357	207	444
429	230	210
463	55	341
510	139	507
515	94	426
519	59	274
557	44	314
616	110	469
623	274	84
646	48	263
665	280	200
707	85	510
707	144	509
707	84	510
716	190	496
759	246	472
793	232	392
796	138	288
870	235	276
895	230	210
971	130	488
1007	303	335
1028	46	342
1052	181	419
1078	44	290
1081	103	490
1103	66	80
1138	89	53
1159	344	394
1162	270	442
1223	316	47
1225	242	378
1272	170	483
1450	126	494
1481	237	64
1482	195	457
1524	55	220
1548	270	442
1572	169	494
1574	80	471
1617	127	474
1637	206	260
1638	245	500
1642	149	506
1671	135	483
1671	116	488
1687	292	7
1804	252	102
1804	252	102
1812	180	383
1812	128	508
1814	79	456
1827	217	455
1863	284	82
1870	229	455
1921	207	444
1937	168	342
1952	165	478
2014	131	478
2014	130	488
2069	5	512
2069	5	512
2076	173	490
2090	240	208
2111	254	408
2152	240	443
2164	54	460
2177	189	487
2185	91	471
2251	27	457
2329	209	284
2373	249	489
2481	160	461
2511	80	471
2530	212	471
2626	187	191
2645	101	469
2654	194	491
2686	35	439
2693	181	364
2693	183	374
2693	159	501
2722	172	265
2722	172	265
2730	166	468
2883	190	496
2892	245	480
2952	120	494
2964	271	434
2971	79	89
3002	79	71
3009	260	103
3026	246	87
3035	230	210
3045	293	342
3065	172	291
3070	243	464
3082	297	518
3096	44	467
3104	218	343
3156	255	373
3164	242	378
3165	58	258
3181	200	493
3191	181	364
3191	183	374
3193	127	274
3203	325	220
3209	271	450
3228	160	441
3244	330	510
3253	172	265
3287	188	239
3292	155	496
3294	173	469
3312	313	406
3321	210	344
3331	209	284
3430	209	321
3436	267	360
3450	222	203
3450	224	462
3565	12	47
3617	174	499
3640	126	494
3700	92	95
3701	246	472
3717	322	242
3733	312	187
3733	313	188
3767	79	479
3789	251	413
3797	118	469
3830	216	428
3863	127	474
3877	40	366
3883	271	434
3919	77	62
3944	79	479
3949	272	354
3953	184	469
3957	169	494
3963	195	470
4066	176	364
4069	249	459
4074	340	410
4103	55	207
4120	305	383
4130	282	180
4153	185	460
4217	257	422
4281	64	418
4281	99	347
4319	144	503
4319	123	504
4359	79	456
4369	213	482
4379	89	53
4379	49	445
4402	51	32
4442	249	459
4498	172	265
4511	282	156
4513	48	276
4526	64	181
4533	306	342
4546	219	355
4552	109	476
4553	255	178
4556	91	471
4641	156	469
4666	209	439
4683	61	68
4716	41	324
4722	165	488
4757	257	112
4782	159	493
4790	98	482
4807	52	230
4819	302	149
4848	149	506
4867	212	278
4869	351	76
4890	223	339
4900	154	430
4903	77	488
4905	299	364
4926	163	459
4933	305	260
4934	69	201
4946	176	354
4949	204	374
4949	110	398
4985	45	280
4999	322	242
5000	144	509
5000	94	510
5000	173	511
5040	311	249
5059	260	103
5064	195	505
5089	339	324
5098	46	429
5193	299	364
5234	92	456
5236	229	433
5236	229	449
5251	300	53
5265	299	364
5309	64	181
5309	73	222
5315	312	501
5355	249	178
5378	206	506
5392	215	289
5455	179	278
5467	213	482
5475	300	53
5480	120	494
5498	159	501
5533	103	409
5544	255	178
5555	98	430
5596	276	426
5622	194	491
5684	149	482
5714	12	486
5769	266	272
5769	271	336
5788	53	273
5818	274	84
5875	330	467
5904	103	490
5964	154	430
5979	266	272
5994	244	441
5997	88	489
5999	245	480
6015	299	364
6024	176	364
6024	178	374
6038	59	83
6050	86	62
6067	185	491
6115	179	503
6134	64	300
6139	157	421
6221	139	274
6228	253	496
6236	61	279
6253	155	487
6254	166	324
6270	167	332
6270	170	356
6272	144	496
6272	184	482
6353	63	103
6390	135	415
6400	154	430
6424	206	455
6450	63	196
6460	10	25
6474	166	324
6474	166	324
6507	184	508
6512	199	479
6519	32	477
6532	194	477
6540	320	135
6585	58	227
6596	204	470
6597	144	496
6652	246	87
6652	103	409
6662	44	7
6663	268	62
6719	262	405
6770	45	271
6813	209	215
6845	116	488
6847	324	478
6885	59	327
6893	89	477
6897	269	96
6905	120	278
6936	127	274
6952	49	463
7039	258	198
7040	159	493
7063	121	454
7065	43	337
7073	172	15
7080	126	482
7099	223	432
7103	334	501
7111	140	492
7129	90	441
7172	98	430
7205	351	76
7255	170	483
7309	135	483
7345	126	432
7347	290	90
7356	251	66
7380	176	354
7383	209	271
7389	204	484
7408	213	482
7447	311	249
7499	254	387
7565	347	411
7598	145	478
7602	43	255
7637	167	332
7637	170	356
7650	313	406
7680	204	374
7744	249	206
7749	144	503
7752	172	278
7752	173	317
7753	189	487
7837	66	42
7853	48	263
7950	179	278
7956	298	349
7971	155	496
7973	195	483
7994	165	478
7998	92	95
8019	339	495
8028	251	74
8072	333	286
8104	196	498
8106	270	442
8109	240	431
8123	144	487
8141	45	300
8151	41	324
8181	96	67
8189	66	80
8197	291	56
8265	320	159
8279	20	68
8282	334	268
8337	169	494
8364	315	431
8397	106	503
8411	38	537
8425	174	479
8429	212	278
8442	131	478
8444	219	355
8446	59	460
8452	7	56
8554	116	421
8557	46	342
8622	126	432
8628	261	240
8661	76	114
8727	13	11
8731	320	231
8746	199	479
8750	171	424
8789	44	290
8793	261	240
8810	136	487
8812	140	492
8814	189	463
8926	187	191
8934	345	287
8944	200	502
9002	45	496
9007	182	410
9025	133	437
9177	172	463
9243	94	510
9251	49	225
9266	194	477
9284	267	425
9299	52	76
9303	124	488
9316	236	395
9374	166	249
9387	184	508
9439	167	410
9441	104	479
